Codigo,Nombre,Categoria,Tecnologia,Estado,Departamento,Municipio,Ubicación,Altitud,Fecha_instalacion,Fecha_suspension,Area Operativa,Corriente,Area Hidrografica,Zona Hidrografica,Subzona hidrografica,Entidad
12010120,SANTA MARTHA [12010120],Pluviométrica,Convencional,Activa,Antioquia,Turbo,"(7.92383333, -76.64908333)",130,1977-07-15,,Area Operativa 01 - Antioquia-Chocó,Peralonso,Caribe,Caribe - Litoral,Río León,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16015501,AEROPUERTO CAMILO DAZA - AUT [16015501],Sinóptica Principal,Automática con Telemetría,Activa,Norte de Santander,Cúcuta,"(7.93161111, -72.51125)",313,2015-06-10,,Area Operativa 08 - Santanderes-Arauca,Grande,Caribe,Catatumbo,Río Pamplonita,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
12010100,EUPOL [12010100],Pluviométrica,Convencional,Activa,Antioquia,Turbo,"(7.94552778, -76.61738889)",10,1977-07-15,,Area Operativa 01 - Antioquia-Chocó,El Zulia,Caribe,Caribe - Litoral,Río León,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16027110,TAPONERA LA [16027110],Limnimétrica,Convencional,Suspendida,Norte de Santander,San Cayetano (Norte de Santander),"(7.91666667, -72.63333333)",300,1973-05-15,1989-01-15,Area Operativa 08 - Santanderes-Arauca,Peralonso,Caribe,Catatumbo,Río Zulia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
12010140,RIOGRANDE [12010140],Pluviométrica,Convencional,Suspendida,Antioquia,Turbo,"(7.93333333, -76.63333333)",5,1972-01-15,1977-07-15,Area Operativa 01 - Antioquia-Chocó,Grande,Caribe,Caribe - Litoral,Río León,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
13010020,TUCURA [13010020],Pluviométrica,Convencional,Suspendida,Córdoba,Tierralta,"(7.93333333, -76.26666667)",120,1959-08-15,1973-09-15,Area Operativa 02 - Atlántico-Bolivar-Sucre,Grande,Caribe,Sinú,Alto Sinú - Urrá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16027090,MESA LA [16027090],Limnimétrica,Convencional,Suspendida,Norte de Santander,El Zulia,"(7.93333333, -72.65)",300,1969-03-15,1989-01-15,Area Operativa 08 - Santanderes-Arauca,Peralonso,Caribe,Catatumbo,Río Zulia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16027130,ZULIA PUENTE OSPINA [16027130],Limnimétrica,Convencional,Suspendida,Norte de Santander,Cúcuta,"(7.93333333, -72.56666667)",174,1967-01-15,1974-01-15,Area Operativa 08 - Santanderes-Arauca,El Zulia,Caribe,Catatumbo,Río Zulia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
12015040,NEGRA LA 1 [12015040],Meteorológica Especial,Convencional,Suspendida,Antioquia,Turbo,"(7.95, -76.68333333)",2,1977-07-15,1982-12-15,Area Operativa 01 - Antioquia-Chocó,El Zulia,Caribe,Caribe - Litoral,Río León,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
12010180,CHOROMANDO HACIENDA [12010180],Pluviográfica,Convencional,Suspendida,Antioquia,Turbo,"(7.95, -76.58333333)",150,1984-08-15,1997-10-15,Area Operativa 01 - Antioquia-Chocó,El Zulia,Caribe,Caribe - Litoral,Río León,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
13035010,PUERTO NUEVO [13035010],Climática Principal,Convencional,Suspendida,Córdoba,Tierralta,"(7.95, -76.28333333)",145,1965-09-15,1991-12-15,Area Operativa 02 - Atlántico-Bolivar-Sucre,El Zulia,Caribe,Sinú,Alto Sinú - Urrá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16020300,VALE  MONTEVIDE [16020300],Pluviométrica,Convencional,Suspendida,Norte de Santander,Cúcuta,"(7.95, -72.6)",200,1961-01-15,1978-05-15,Area Operativa 08 - Santanderes-Arauca,El Zulia,Caribe,Catatumbo,Río Zulia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
16030080,LOURDES [16030080],Pluviométrica,Convencional,Activa,Norte de Santander,Lourdes,"(7.95027778, -72.8325)",1200,1973-03-15,,Area Operativa 08 - Santanderes-Arauca,El Zulia,Caribe,Catatumbo,"Río Nuevo Presidente - Tres Bocas (Sardinata, Tibu)",INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23200010,SIMITI [23200010],Pluviométrica,Convencional,Activa,Bolívar,Simití,"(7.96027778, -73.95055556)",64,1964-06-15,,Area Operativa 08 - Santanderes-Arauca,El Zulia,Magdalena Cauca,Medio Magdalena,Directos al Magdalena (Brazo Morales),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
27015260,SALADA LA [27015260],Agrometeorológica,Convencional,Activa,Antioquia,Caldas (Antioquia),"(6.04836111, -75.62466667)",1923,1984-07-15,,Area Operativa 01 - Antioquia-Chocó,Meta,Magdalena Cauca,Nechí,Río Porce,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35250010,LA AURORA [35250010],Pluviométrica,Convencional,Activa,Vichada,La Primavera,"(6.09561111, -69.42341667)",82,1983-06-14 19:00,,Area Operativa 03 - Meta-Guaviare-Guainía,0,Orinoco,Meta,Directos Bajo Meta entre ríos Casanare y Orinoco,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23080750,COCORNA [23080750],Pluviométrica,Convencional,Activa,Antioquia,Cocorná,"(6.05333333, -75.18261111)",1455,1975-05-15,,Area Operativa 01 - Antioquia-Chocó,Orinoco,Magdalena Cauca,Medio Magdalena,Río Nare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24030570,APOSENTOS [24030570],Pluviométrica,Convencional,Activa,Boyacá,Socotá,"(6.06208333, -72.63533333)",2328,1971-05-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Magdalena Cauca,Sogamoso,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26200120,OTRAMINA [26200120],Pluviométrica,Convencional,Activa,Antioquia,Titiribí,"(6.07294444, -75.79458333)",515,1970-10-15,,Area Operativa 01 - Antioquia-Chocó,Orinoco,Magdalena Cauca,Cauca,Directos Río Cauca  entre Río San Juan y  Pto Valdivia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23080650,CAMPOALEGRE [23080650],Pluviométrica,Convencional,Activa,Antioquia,Carmen De Viboral,"(6.07377778, -75.33561111)",1850,1973-06-15,,Area Operativa 01 - Antioquia-Chocó,Orinoco,Magdalena Cauca,Medio Magdalena,Río Nare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24010110,COMODA LA [24010110],Pluviométrica,Convencional,Activa,Boyacá,Santana,"(6.07694444, -73.46916667)",1520,1954-02-15,,Area Operativa 08 - Santanderes-Arauca,Orinoco,Magdalena Cauca,Sogamoso,Río Suárez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
36020010,PUENTE QUEMADO [36020010],Pluviométrica,Convencional,Activa,Casanare,Sácama,"(6.08822222, -72.19063889)",120,1984-02-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Casanare,Orinoco,Casanare,Río Casanare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
27015160,CLARA LA [27015160],Agrometeorológica,Convencional,Suspendida,Antioquia,Caldas (Antioquia),"(6.06666667, -75.6)",2500,1975-03-15,1978-09-15,Area Operativa 01 - Antioquia-Chocó,Orinoco,Magdalena Cauca,Nechí,Río Porce,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23127080,SALADO EL [23127080],Limnigráfica,Convencional,Suspendida,Santander,Bolivar (Santander),"(6.08333333, -74.11666667)",200,1984-08-15,1987-08-15,Area Operativa 08 - Santanderes-Arauca,Minero,Magdalena Cauca,Medio Magdalena,Río Carare (Minero),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24010790,PAMPLONILLA [24010790],Pluviométrica,Convencional,Suspendida,Santander,Suaita,"(6.08333333, -73.38333333)",20,1980-09-15,2002-03-15,Area Operativa 08 - Santanderes-Arauca,Minero,Magdalena Cauca,Sogamoso,Río Suárez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
36027010,PUENTE QUEMADO [36027010],Limnigráfica,Convencional,Suspendida,Arauca,Tame,"(6.08333333, -72.18333333)",850,1984-02-15,2002-02-15,Area Operativa 06 - Boyacá-Casanare-Vichada,Casanare,Orinoco,Casanare,Río Casanare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24010760,SUAITA [24010760],Pluviométrica,Convencional,Activa,Santander,Suaita,"(6.099, -73.44138889)",1660,1958-03-15,,Area Operativa 08 - Santanderes-Arauca,Casanare,Magdalena Cauca,Sogamoso,Río Suárez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26210080,HERRADURA LA [26210080],Pluviométrica,Convencional,Activa,Antioquia,Concordia (Antioquia),"(6.09922222, -75.87397222)",620,1970-10-15,,Area Operativa 01 - Antioquia-Chocó,Casanare,Magdalena Cauca,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24030860,CAPILLA LA [24030860],Pluviométrica,Convencional,Activa,Boyacá,Tutazá,"(6.10072222, -72.86666667)",2800,1980-08-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Casanare,Magdalena Cauca,Sogamoso,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11050030,BUEY EL [1105003],Pluviométrica,Convencional,Activa,Chocó,Medio Atrato (Beté),"(6.1025, -76.82136111)",25,1977-02-15,,Area Operativa 01 - Antioquia-Chocó,Casanare,Caribe,Atrato - Darién,Directos Atrato entre ríos Quito y Bojayá (mi),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11050060,ALTO DEL BUEY [11050060],Pluviométrica,Convencional,Activa,Chocó,Medio Atrato (Beté),"(6.10833333, -76.91563889)",100,1977-02-15,,Area Operativa 01 - Antioquia-Chocó,Casanare,Caribe,Atrato - Darién,Directos Atrato entre ríos Quito y Bojayá (mi),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24035320,SATIVANORTE [24035320],Climática Ordinaria,Convencional,Activa,Boyacá,Sativanorte,"(6.11686111, -72.70483333)",2594,1974-06-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Suarez,Magdalena Cauca,Sogamoso,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23127060,SANTA ROSA  - AUT [23127060],Limnimétrica,Automática con Telemetría,Activa,Santander,Cimitarra,"(6.29194444, -74.09833333)",154,1975-04-14 19:00,,Area Operativa 08 - Santanderes-Arauca,Carare,Magdalena Cauca,Medio Magdalena,Río Carare (Minero),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
36020020,CABUYA LA [36020020],Pluviométrica,Convencional,Activa,Casanare,Hato Corozal,"(6.12791667, -72.01022222)",575,1984-02-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Suarez,Orinoco,Casanare,Río Casanare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24017710,MAMARUCO [24017710],Limnimétrica,Convencional,Suspendida,Santander,Suaita,"(6.11666667, -73.48333333)",10,1980-08-15,1989-12-15,Area Operativa 08 - Santanderes-Arauca,Suarez,Magdalena Cauca,Sogamoso,Río Suárez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24010770,SAN PEDRO HACIENDA [24010770],Pluviométrica,Convencional,Suspendida,Santander,Suaita,"(6.11666667, -73.45)",1400,1979-11-15,2002-03-15,Area Operativa 08 - Santanderes-Arauca,Suarez,Magdalena Cauca,Sogamoso,Río Suárez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
37045010,SARAVENA  - AUT [37045010],Climática Ordinaria,Automática con Telemetría,Suspendida,Arauca,Saravena,"(6.94638889, -71.89055556)",148,1971-08-14 19:00,2019-05-23 4:48,Area Operativa 08 - Santanderes-Arauca,0,Orinoco,Arauca,Rio Banadia y otros Directos al Río Arauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26155170,TESORITO FINCA  - AUT [26155170],Climática Ordinaria,Automática con Telemetría,Activa,Caldas,Manizales,"(5.03222222, -75.43833333)",2325,1992-10-14 19:00,,Area Operativa 09 - Cauca-Valle-Caldas,0,Magdalena Cauca,Cauca,Río Chinchiná,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24020040,ENCINO [24020040],Pluviográfica,Convencional,Activa,Santander,Encino,"(6.13833333, -73.09805556)",1814,1954-11-15,,Area Operativa 08 - Santanderes-Arauca,Barroso,Magdalena Cauca,Sogamoso,Río Fonce,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24030670,SANTA ROSITA [24030670],Pluviométrica,Convencional,Activa,Boyacá,Sativanorte,"(6.13963889, -72.771)",3240,1974-06-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Barroso,Magdalena Cauca,Sogamoso,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24030580,JERICO [24030580],Pluviométrica,Convencional,Activa,Boyacá,Jericó (Boyacá),"(6.14147222, -72.59333333)",2962,1971-06-15,,Area Operativa 06 - Boyacá-Casanare-Vichada,Barroso,Magdalena Cauca,Sogamoso,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23080820,TAFETANES [23080820],Pluviométrica,Convencional,Activa,Antioquia,Granada (Antioquia),"(6.14672222, -75.11775)",2180,1983-05-15,,Area Operativa 01 - Antioquia-Chocó,Meta,Magdalena Cauca,Medio Magdalena,Río Nare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35257030,PUERTO FORTUNA [35257030],Limnimétrica,Convencional,Activa,Vichada,La Primavera,"(6.15, -68.78)",73,1983-02-15,,Area Operativa 03 - Meta-Guaviare-Guainía,Meta,Orinoco,Meta,Directos Bajo Meta entre ríos Casanare y Orinoco,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11070130,BRECHON EL [11070130],Pluviométrica,Convencional,Suspendida,Antioquia,Urrao,"(6.13333333, -76.03333333)",2320,1970-10-15,2000-01-15,Area Operativa 01 - Antioquia-Chocó,Barroso,Caribe,Atrato - Darién,Río Murrí,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23080910,MEDIOS LOS [23080910],Pluviográfica,Convencional,Suspendida,Antioquia,Granada (Antioquia),"(6.13333333, -75.08333333)",1630,1991-06-15,1999-03-15,Area Operativa 01 - Antioquia-Chocó,Barroso,Magdalena Cauca,Medio Magdalena,Río Nare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23087300,CASAMIA [23087300],Limnimétrica,Convencional,Suspendida,Antioquia,Rionegro (Antioquia),"(6.14219444, -75.37655556)",223,1992-05-15,2014-08-28,Area Operativa 01 - Antioquia-Chocó,Quebrada La Pereira,Magdalena Cauca,Medio Magdalena,Río Nare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23085010,CALDERAS [23085010],Climática Principal,Convencional,Suspendida,Antioquia,San Carlos (Antioquia),"(6.15, -75.06666667)",1320,1985-08-15,1988-07-15,Area Operativa 01 - Antioquia-Chocó,Meta,Magdalena Cauca,Medio Magdalena,Río Nare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24010650,OLIVAL [24010650],Pluviométrica,Convencional,Activa,Santander,Suaita,"(6.15138889, -73.34166667)",1502,1973-11-15,,Area Operativa 08 - Santanderes-Arauca,Casanare,Magdalena Cauca,Sogamoso,Río Suárez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24020220,PAVAS LAS [24020220],Pluviométrica,Convencional,Activa,Santander,Coromoro,"(6.15272222, -72.96458333)",2625,1983-04-15,,Area Operativa 08 - Santanderes-Arauca,Casanare,Magdalena Cauca,Sogamoso,Río Fonce,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23085220,SAN CARLOS [23085220],Climática Principal,Convencional,Activa,Antioquia,San Carlos (Antioquia),"(6.15766667, -75.03891667)",1113,1983-05-15,,Area Operativa 01 - Antioquia-Chocó,Casanare,Magdalena Cauca,Medio Magdalena,Río Nare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26200140,ARMENIA [26200140],Pluviométrica,Convencional,Activa,Antioquia,Armenia (Antioquia),"(6.15797222, -75.77152778)",1800,1975-04-15,,Area Operativa 01 - Antioquia-Chocó,Casanare,Magdalena Cauca,Cauca,Directos Río Cauca  entre Río San Juan y  Pto Valdivia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23087260,COLTEPUNTO RNS 19 [23087260],Limnigráfica,Convencional,Activa,Antioquia,Rionegro (Antioquia),"(6.16891667, -75.35741667)",280,1977-08-15,,Area Operativa 01 - Antioquia-Chocó,Quebrada La Cimarrona,Magdalena Cauca,Medio Magdalena,Río Nare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23080640,MARINILLA [23080640],Pluviométrica,Convencional,Activa,Antioquia,Marinilla,"(6.17108333, -75.328)",2150,1973-06-15,,Area Operativa 01 - Antioquia-Chocó,Quebrada La Cimarrona,Magdalena Cauca,Medio Magdalena,Río Nare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
35250040,ACEITICO [35250040],Pluviométrica,Convencional,Activa,Vichada,Puerto Carreño,"(6.17541667, -68.39436111)",67,1983-06-15,,Area Operativa 03 - Meta-Guaviare-Guainía,Marinilla,Orinoco,Meta,Directos Bajo Meta entre ríos Casanare y Orinoco,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23107040,VEGACHI [23107040],Limnimétrica,Convencional,Activa,Antioquia,Vegachí,"(6.77236111, -74.79758333)",630,1975-04-15,,Area Operativa 01 - Antioquia-Chocó,Volcan,Magdalena Cauca,Medio Magdalena,Rió San Bartolo y otros directos al Magdalena Medio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23147020,PUENTE FERROCARRIL [23147020],Limnigráfica,Convencional,Activa,Santander,Simacota,"(6.77361111, -73.935)",90,1971-08-15,,Area Operativa 08 - Santanderes-Arauca,Opon,Magdalena Cauca,Medio Magdalena,Río Opón,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11115040,MUSINGA [11115040],Climática Ordinaria,Convencional,Activa,Antioquia,Frontino,"(6.77797222, -76.20333333)",1396,1984-08-15,,Area Operativa 01 - Antioquia-Chocó,Opon,Caribe,Atrato - Darién,Río Sucio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23127070,ANGUSTIAS LAS [23127070],Limnigráfica,Convencional,Suspendida,Santander,Bolivar (Santander),"(6.16666667, -74.1)",190,1984-08-15,1995-09-15,Area Operativa 08 - Santanderes-Arauca,Minero,Magdalena Cauca,Medio Magdalena,Río Carare (Minero),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
38015020,MEREY EL [38015020],Climática Principal,Convencional,Suspendida,Vichada,Puerto Carreño,"(6.16666667, -67.53333333)",55,1968-01-15,1972-05-15,Area Operativa 03 - Meta-Guaviare-Guainía,Minero,Orinoco,Orinoco Directos,Río Vita,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23105030,VEGACHI [23105030],Climática Ordinaria,Convencional,Activa,Antioquia,Vegachí,"(6.77411111, -74.79652778)",990,1975-04-14 19:00,,Area Operativa 01 - Antioquia-Chocó,0,Magdalena Cauca,Medio Magdalena,Rió San Bartolo y otros directos al Magdalena Medio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26230220,OCULTA LA [26230220],Pluviométrica,Convencional,Activa,Antioquia,Belmira,"(6.77938889, -75.63858333)",2300,1983-09-15,,Area Operativa 01 - Antioquia-Chocó,Opon,Magdalena Cauca,Nechí,Río Porce,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24055030,ZAPATOCA [24055030],Climática Ordinaria,Convencional,Activa,Santander,Zapatoca,"(6.79277778, -73.28275)",1810,1973-06-15,,Area Operativa 08 - Santanderes-Arauca,Opon,Magdalena Cauca,Sogamoso,Río Sogamoso,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
37010050,TABETA [37010050],Pluviométrica,Convencional,Activa,Santander,Concepción (Santander),"(6.81027778, -72.55611111)",3168,1979-05-15,,Area Operativa 08 - Santanderes-Arauca,Chicamocha,Orinoco,Arauca,Río Chítaga,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11090010,OPOGADO [11090010],Pluviométrica,Convencional,Activa,Chocó,Bojayá (Bellavista),"(6.81252778, -76.97272222)",50,1977-04-15,,Area Operativa 01 - Antioquia-Chocó,Chicamocha,Caribe,Atrato - Darién,Río Napipí - Río Opogadó,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
27020220,LLANOS D CUIBA LOS [27020220],Pluviométrica,Convencional,Activa,Antioquia,Yarumal,"(6.81361111, -75.48386111)",2750,1970-11-15,,Area Operativa 01 - Antioquia-Chocó,Chicamocha,Magdalena Cauca,Nechí,Alto Nechí,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24030270,SAN ANDRES [24030270],Pluviométrica,Convencional,Activa,Santander,San Andrés (Santander),"(6.83, -72.84416667)",1702,1956-02-15,,Area Operativa 08 - Santanderes-Arauca,Chicamocha,Magdalena Cauca,Sogamoso,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24030210,CERRITO [24030210],Pluviométrica,Convencional,Activa,Santander,Cerrito,"(6.83611111, -72.69722222)",2440,1958-02-15,,Area Operativa 08 - Santanderes-Arauca,Chicamocha,Magdalena Cauca,Sogamoso,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23100030,TIGRE EL [23100030],Pluviométrica,Convencional,Activa,Antioquia,Vegachí,"(6.84047222, -74.78566667)",1450,1970-06-15,,Area Operativa 01 - Antioquia-Chocó,Chicamocha,Magdalena Cauca,Medio Magdalena,Rió San Bartolo y otros directos al Magdalena Medio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24035400,VOLCAN EL [24035400],Climática Ordinaria,Convencional,Activa,Santander,Cerrito,"(6.84527778, -72.67777778)",2841,2006-09-08,,Area Operativa 08 - Santanderes-Arauca,Chicamocha,Magdalena Cauca,Sogamoso,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
27015200,NORMANDIA HACIENDA [27015200],Climática Ordinaria,Convencional,Suspendida,Antioquia,Yolombó,"(6.78333333, -75.11666667)",900,1981-04-15,1998-09-15,Area Operativa 01 - Antioquia-Chocó,Opon,Magdalena Cauca,Nechí,Río Porce,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
23137020,PUERTO GAITAN [23137020],Limnimétrica,Convencional,Suspendida,Santander,Puerto Parra,"(6.8, -74.1)",94,1979-04-15,1986-11-15,Area Operativa 08 - Santanderes-Arauca,Magdalena,Magdalena Cauca,Medio Magdalena,Río Opón,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24037350,PUENTE PESCADERO [24037350],Limnimétrica,Convencional,Suspendida,Santander,Aratoca,"(6.8, -73.05)",2860,1971-11-15,1975-06-15,Area Operativa 08 - Santanderes-Arauca,Chicamocha,Magdalena Cauca,Sogamoso,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
36030040,BANADIA [36030040],Pluviométrica,Convencional,Suspendida,Arauca,Saravena,"(6.8, -71.83333333)",300,1982-12-15,1993-11-15,Area Operativa 08 - Santanderes-Arauca,Chicamocha,Orinoco,Arauca,Rio Banadia y otros Directos al Río Arauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11115030,NUTIBARA [11115030],Climática Ordinaria,Convencional,Suspendida,Antioquia,Frontino,"(6.81666667, -76.25)",1400,1973-07-15,1981-09-15,Area Operativa 01 - Antioquia-Chocó,Chicamocha,Caribe,Atrato - Darién,Río Sucio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
24035270,TINAGA GRANJA [24035270],Climática Ordinaria,Convencional,Suspendida,Santander,Cerrito,"(6.84083333, -72.7075)",2698,1973-12-15,2009-08-18,Area Operativa 08 - Santanderes-Arauca,Chicamocha,Magdalena Cauca,Sogamoso,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
26230200,SABANALARGA [26230200],Pluviográfica,Convencional,Activa,Antioquia,Sabanalarga (Antioquia),"(6.846, -75.81480556)",10,1975-03-15,,Area Operativa 01 - Antioquia-Chocó,Chicamocha,Magdalena Cauca,Cauca,Directos Río Cauca  entre Río San Juan y  Pto Valdivia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
38017010,PUERTO CARREÑO [38017010],Limnimétrica,Convencional,Activa,Vichada,Puerto Carreño,"(6.17652778, -67.47958333)",55,1983-02-14 19:00,,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Orinoco,Meta,Directos Bajo Meta entre ríos Casanare y Orinoco,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
11110030,FUEMIA [11110030],Pluviométrica,Convencional,Activa,Antioquia,Frontino,"(6.85805556, -76.25222222)",905,1977-03-15,,Area Operativa 01 - Antioquia-Chocó,La Colorada,Caribe,Atrato - Darién,Río Sucio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
